(42, 30, 'B', 1186968, '93.20', '2013-1-28 15:53:18', 371, 3, 352, 'https://mega.nz/...'),
(99, 19, 'B', 1821202, '89.02', '2014-7-15 14:42:35', 507, 56, 285, 'https://mega.nz/...'),
(99, 15, 'B', 1783489, '86.14', '2014-8-13 5:4:40', 596, 53, 307, 'https://mega.nz/...'),
(99, 15, 'C', 1698468, '81.57', '2016-5-10 15:17:26', 613, 21, 269, 'https://mega.nz/...'),
(99, 12, 'C', 1672121, '80.21', '2015-7-24 23:39:19', 612, 8, 255, 'https://mega.nz/...'),
(99, 11, 'A', 1946811, '94.49', '2012-5-13 2:58:1', 606, 13, 395, 'https://mega.nz/...'),
(67, 1, 'B', 1807210, '89.89', '2016-11-8 21:47:51', 353, 52, 203, 'https://mega.nz/...'),
(67, 32, 'B', 1741124, '85.31', '2016-5-9 7:37:28', 465, 83, 233, 'https://mega.nz/...'),
(67, 17, 'C', 1748378, '83.95', '2013-4-2 12:38:23', 632, 31, 302, 'https://mega.nz/...'),
(67, 3, 'C', 1456224, '71.14', '2012-1-4 23:8:0', 409, 94, 109, 'https://mega.nz/...'),
(67, 23, 'B', 1794449, '87.28', '2015-4-19 3:21:13', 541, 51, 288, 'https://mega.nz/...'),
(67, 18, 'A', 1907361, '95.35', '2015-9-11 13:32:38', 326, 0, 217, 'https://mega.nz/...'),
(67, 18, 'C', 1468311, '70.13', '2012-7-15 18:53:31', 567, 151, 141, 'https://mega.nz/...'),
(67, 8, 'S', 1965493, '97.51', '2016-2-24 6:42:23', 408, 5, 286, 'https://mega.nz/...'),
(67, 10, 'D', 1467895, '69.66', '2013-4-20 8:32:14', 610, 18, 147, 'https://mega.nz/...'),
(122, 35, 'C', 1834851, '75.63', '2011-8-18 5:56:11', 394, 79, 138, 'https://mega.nz/...'),
(42, 9, 'C', 1935178, '77.05', '2016-12-2 10:5:15', 730, 16, 274, 'https://mega.nz/...'),
(42, 22, 'C', 1727407, '70.91', '2013-4-26 7:22:23', 404, 190, 109, 'https://mega.nz/...'),
(42, 35, 'B', 2326912, '93.91', '2011-11-9 2:13:6', 732, 33, 485, 'https://mega.nz/...'),
(42, 4, 'S', 2369273, '98.37', '2011-2-16 12:36:15', 426, 10, 315, 'https://mega.nz/...'),
(42, 11, 'B', 2320939, '93.77', '2012-3-19 8:40:11', 718, 11, 474, 'https://mega.nz/...'),
(32, 29, 'A', 2339562, '95.33', '2016-6-13 5:10:49', 630, 26, 433, 'https://mega.nz/...'),
(32, 10, 'C', 1958308, '77.96', '2010-7-20 15:19:26', 740, 143, 289, 'https://mega.nz/...'),
(32, 31, 'D', 1665571, '68.29', '2013-7-16 9:50:40', 399, 112, 90, 'https://mega.nz/...'),
(113, 2, 'D', 1768439, '69.95', '2013-4-5 19:10:23', 721, 204, 183, 'https://mega.nz/...'),
(113, 19, 'D', 1654974, '67.67', '2010-11-29 11:10:56', 418, 73, 90, 'https://mega.nz/...'),
(113, 17, 'A', 2346681, '95.95', '2014-1-9 15:51:43', 594, 27, 414, 'https://mega.nz/...'),
(113, 25, 'C', 1817418, '74.54', '2014-5-20 19:54:48', 433, 177, 144, 'https://mega.nz/...'),
(113, 20, 'D', 1699021, '69.61', '2016-12-15 10:0:5', 413, 168, 102, 'https://mega.nz/...'),
(113, 26, 'C', 1851821, '76.38', '2011-10-14 22:26:36', 391, 54, 142, 'https://mega.nz/...'),
(113, 27, 'B', 2310873, '92.88', '2016-3-8 15:44:27', 771, 18, 498, 'https://mega.nz/...'),
(113, 16, 'B', 2303448, '92.71', '2010-9-18 10:21:14', 754, 53, 484, 'https://mega.nz/...'),
(113, 16, 'C', 1849514, '73.60', '2016-1-25 18:36:18', 703, 20, 223, 'https://mega.nz/...'),
(79, 26, 'C', 1863063, '76.79', '2013-5-5 18:7:47', 400, 85, 148, 'https://mega.nz/...'),
(79, 15, 'D', 1736626, '69.97', '2014-2-2 10:30:33', 560, 56, 142, 'https://mega.nz/...'),
(79, 22, 'S', 2385991, '98.11', '2014-5-14 0:9:28', 539, 2, 396, 'https://mega.nz/...'),
(79, 24, 'B', 2193447, '90.76', '2016-5-24 20:58:8', 430, 18, 262, 'https://mega.nz/...'),
(79, 22, 'C', 2112129, '84.35', '2014-12-15 0:54:33', 768, 38, 384, 'https://mega.nz/...'),
(79, 6, 'S', 2414042, '98.25', '2015-2-26 17:38:31', 663, 0, 489, 'https://mega.nz/...'),
(79, 19, 'C', 1900998, '78.05', '2015-4-17 22:58:40', 443, 12, 174, 'https://mega.nz/...'),
(96, 35, 'B', 500029, '85.88', '2014-3-15 1:57:51', 104, 26, 158, 'https://mega.nz/...'),
(96, 30, 'C', 428075, '72.34', '2016-11-19 6:50:28', 122, 15, 104, 'https://mega.nz/...'),
(96, 20, 'D', 422321, '69.95', '2013-11-29 8:27:8', 160, 38, 118, 'https://mega.nz/...'),
(96, 17, 'C', 436299, '71.81', '2016-4-24 12:38:32', 178, 10, 147, 'https://mega.nz/...'),
(96, 16, 'C', 483757, '80.82', '2014-3-26 9:46:40', 164, 32, 208, 'https://mega.nz/...'),
(96, 9, 'B', 523165, '87.99', '2014-5-3 23:29:39', 161, 3, 262, 'https://mega.nz/...'),
(96, 22, 'C', 492735, '82.82', '2013-9-7 10:27:42', 153, 29, 210, 'https://mega.nz/...'),
(96, 11, 'A', 547459, '94.38', '2010-5-8 18:18:49', 104, 3, 202, 'https://mega.nz/...'),
(96, 2, 'D', 409174, '68.20', '2010-9-11 6:21:38', 143, 59, 93, 'https://mega.nz/...'),
(96, 11, 'D', 416522, '68.66', '2014-6-27 2:53:2', 167, 15, 112, 'https://mega.nz/...'),
(96, 16, 'B', 533127, '91.89', '2010-2-7 3:17:49', 102, 14, 185, 'https://mega.nz/...'),
(142, 4, 'D', 418030, '68.36', '2014-8-15 9:3:21', 183, 21, 120, 'https://mega.nz/...'),
(142, 3, 'A', 572897, '96.72', '2012-9-24 22:22:58', 166, 4, 341, 'https://mega.nz/...'),
(142, 15, 'C', 464318, '78.48', '2013-9-20 17:30:56', 132, 8, 152, 'https://mega.nz/...'),
(142, 18, 'D', 405764, '68.85', '2012-2-14 0:42:10', 108, 24, 73, 'https://mega.nz/...'),
(142, 24, 'C', 426411, '71.54', '2016-1-8 12:28:34', 136, 43, 111, 'https://mega.nz/...'),
(142, 22, 'B', 528637, '89.58', '2013-9-9 1:9:17', 144, 5, 245, 'https://mega.nz/...'),
(142, 18, 'B', 537779, '91.43', '2013-12-21 21:49:18', 138, 15, 248, 'https://mega.nz/...'),
(142, 22, 'D', 407565, '68.27', '2010-9-15 5:0:3', 133, 54, 87, 'https://mega.nz/...'),
(85, 18, 'S', 574245, '97.46', '2014-9-17 6:51:54', 152, 2, 318, 'https://mega.nz/...'),
(85, 33, 'C', 434425, '71.80', '2013-11-24 13:17:35', 169, 34, 140, 'https://mega.nz/...'),
(85, 10, 'B', 549567, '93.65', '2016-6-5 20:18:24', 135, 5, 257, 'https://mega.nz/...'),
(85, 9, 'A', 552616, '95.20', '2014-6-8 22:15:2', 107, 2, 212, 'https://mega.nz/...'),
(85, 7, 'C', 485733, '80.78', '2015-10-4 12:59:26', 175, 21, 222, 'https://mega.nz/...'),
(85, 18, 'C', 426684, '72.56', '2015-8-27 1:13:19', 109, 49, 94, 'https://mega.nz/...'),
(85, 4, 'A', 556713, '95.25', '2010-6-9 3:52:30', 126, 1, 250, 'https://mega.nz/...'),
(46, 4, 'C', 396656, '77.73', '2013-11-19 21:12:25', 141, 21, 155, 'https://mega.nz/...'),
(87, 5, 'C', 411004, '81.39', '2010-8-24 6:8:55', 126, 16, 161, 'https://mega.nz/...'),
(87, 19, 'C', 361480, '72.13', '2015-9-19 5:23:52', 98, 35, 81, 'https://mega.nz/...'),
(87, 15, 'S', 492406, '98.69', '2010-10-23 19:32:24', 123, 2, 260, 'https://mega.nz/...'),
(87, 24, 'C', 396216, '78.65', '2013-11-29 16:12:56', 117, 2, 134, 'https://mega.nz/...'),
(87, 14, 'B', 432081, '87.44', '2010-12-21 1:23:37', 88, 19, 138, 'https://mega.nz/...'),
(87, 18, 'C', 383028, '77.26', '2011-1-15 0:29:56', 84, 32, 90, 'https://mega.nz/...'),
(87, 18, 'B', 465343, '93.62', '2011-1-24 22:55:34', 108, 5, 202, 'https://mega.nz/...'),
(86, 28, 'C', 406232, '81.99', '2011-1-24 12:38:28', 88, 19, 115, 'https://mega.nz/...'),
(86, 23, 'A', 478734, '96.02', '2013-2-13 18:15:44', 118, 0, 234, 'https://mega.nz/...'),
(86, 30, 'B', 468589, '93.37', '2012-9-21 8:57:2', 130, 7, 241, 'https://mega.nz/...'),
(86, 11, 'S', 494446, '98.15', '2012-12-29 10:52:11', 146, 2, 305, 'https://mega.nz/...'),
(86, 35, 'A', 484335, '96.27', '2010-1-24 17:10:18', 140, 3, 280, 'https://mega.nz/...'),
(86, 20, 'C', 388115, '78.34', '2015-6-3 23:27:20', 84, 26, 95, 'https://mega.nz/...'),
(86, 19, 'S', 483171, '97.67', '2011-3-18 21:58:41', 101, 0, 208, 'https://mega.nz/...'),
(86, 19, 'A', 474173, '96.70', '2010-2-21 20:41:55', 79, 2, 159, 'https://mega.nz/...'),
(86, 33, 'D', 355109, '69.52', '2013-7-29 16:41:10', 128, 6, 90, 'https://mega.nz/...'),
(83, 24, 'C', 416985, '83.58', '2010-1-2 14:5:8', 104, 7, 144, 'https://mega.nz/...'),
(83, 30, 'B', 442048, '88.79', '2015-2-3 6:30:2', 106, 5, 173, 'https://mega.nz/...'),
(83, 15, 'C', 370537, '71.84', '2015-2-5 17:35:46', 150, 14, 122, 'https://mega.nz/...'),
(83, 29, 'C', 395666, '79.30', '2011-9-3 1:36:28', 99, 28, 116, 'https://mega.nz/...'),
(83, 11, 'B', 459878, '93.22', '2013-10-20 21:46:38', 90, 4, 166, 'https://mega.nz/...'),
(84, 23, 'B', 455330, '89.56', '2015-4-23 8:3:52', 154, 14, 258, 'https://mega.nz/...'),
(84, 24, 'C', 372630, '73.09', '2014-1-26 4:21:4', 131, 4, 114, 'https://mega.nz/...'),
(84, 18, 'B', 472307, '93.95', '2010-8-27 19:31:11', 135, 9, 254, 'https://mega.nz/...'),
(84, 8, 'D', 353587, '69.41', '2010-3-19 18:8:23', 123, 32, 85, 'https://mega.nz/...'),
(84, 24, 'C', 421913, '84.37', '2014-1-8 11:29:44', 110, 13, 156, 'https://mega.nz/...'),
(84, 3, 'C', 422913, '84.12', '2014-10-24 14:36:47', 121, 14, 170, 'https://mega.nz/...'),
(84, 35, 'C', 393335, '77.75', '2012-6-14 18:37:3', 124, 8, 136, 'https://mega.nz/...'),
(84, 22, 'C', 406204, '81.52', '2014-4-25 4:32:46', 99, 25, 127, 'https://mega.nz/...'),
(84, 11, 'C', 356827, '71.95', '2012-7-23 0:18:26', 79, 43, 64, 'https://mega.nz/...'),
(94, 33, 'S', 655145, '99.48', '2015-4-9 6:45:31', 142, 0, 294, 'https://mega.nz/...'),
(94, 2, 'A', 645716, '96.65', '2010-7-17 5:36:17', 184, 5, 357, 'https://mega.nz/...'),
(94, 27, 'A', 647949, '96.56', '2015-9-2 22:12:40', 198, 7, 383, 'https://mega.nz/...'),
(94, 18, 'D', 460693, '66.78', '2011-6-1 12:5:5', 200, 63, 109, 'https://mega.nz/...'),
(94, 28, 'S', 657076, '98.46', '2014-7-12 7:44:20', 184, 3, 372, 'https://mega.nz/...'),
(179, 7, 'B', 598382, '89.14', '2011-7-7 6:30:40', 184, 5, 292, 'https://mega.nz/...'),
(179, 14, 'C', 525549, '77.90', '2014-9-4 21:16:41', 174, 2, 185, 'https://mega.nz/...'),
(179, 18, 'C', 530184, '79.68', '2015-10-10 0:12:15', 141, 38, 162, 'https://mega.nz/...'),
(179, 17, 'B', 593364, '87.61', '2010-6-21 9:20:52', 207, 5, 314, 'https://mega.nz/...'),
(11, 27, 'C', 549690, '82.97', '2015-6-27 20:1:6', 135, 33, 175, 'https://mega.nz/...'),
(11, 4, 'B', 597918, '89.86', '2014-5-16 19:37:0', 159, 9, 258, 'https://mega.nz/...'),
(11, 6, 'S', 651048, '99.63', '2012-6-1 8:30:0', 117, 0, 243, 'https://mega.nz/...'),
(11, 2, 'S', 652015, '99.72', '2010-10-11 16:49:41', 119, 0, 247, 'https://mega.nz/...'),
(11, 10, 'B', 578217, '85.59', '2011-5-5 16:34:56', 195, 17, 277, 'https://mega.nz/...'),
(11, 17, 'D', 448461, '66.80', '2012-7-27 2:58:49', 138, 54, 75, 'https://mega.nz/...'),
(11, 31, 'D', 481252, '69.98', '2015-10-21 10:58:58', 202, 45, 140, 'https://mega.nz/...'),
(11, 2, 'B', 607001, '89.94', '2014-7-27 9:12:29', 202, 10, 328, 'https://mega.nz/...'),
(11, 15, 'C', 573795, '84.98', '2014-3-24 16:3:11', 192, 18, 268, 'https://mega.nz/...'),
(60, 17, 'S', 646503, '98.81', '2010-11-1 10:16:38', 120, 1, 245, 'https://mega.nz/...'),
(60, 17, 'A', 623214, '94.45', '2012-6-20 19:10:15', 141, 11, 259, 'https://mega.nz/...'),
(60, 24, 'A', 633186, '94.89', '2012-2-2 13:53:31', 177, 3, 329, 'https://mega.nz/...'),
(60, 25, 'B', 589828, '88.23', '2011-2-4 23:31:10', 170, 2, 263, 'https://mega.nz/...'),
(104, 13, 'A', 693805, '96.12', '2011-8-7 10:31:4', 153, 6, 263, 'https://mega.nz/...'),
(104, 31, 'B', 667068, '90.39', '2016-9-12 18:11:45', 217, 14, 322, 'https://mega.nz/...'),
(28, 15, 'B', 670438, '93.69', '2016-11-4 14:52:14', 120, 12, 194, 'https://mega.nz/...'),
(28, 18, 'A', 687401, '94.29', '2014-5-20 18:16:49', 184, 9, 303, 'https://mega.nz/...'),
(28, 2, 'C', 545849, '74.21', '2013-9-8 8:52:58', 169, 16, 136, 'https://mega.nz/...'),
(28, 30, 'D', 516986, '68.61', '2014-1-19 19:28:21', 218, 34, 124, 'https://mega.nz/...'),
(13, 15, 'C', 571935, '77.15', '2014-8-10 1:34:40', 198, 36, 184, 'https://mega.nz/...'),
(96, 15, 'D', 508130, '68.37', '2011-11-5 3:55:55', 182, 9, 102, 'https://mega.nz/...'),
(94, 14, 'C', 543783, '73.74', '2012-7-9 6:30:18', 175, 21, 137, 'https://mega.nz/...'),
(94, 35, 'B', 656788, '90.52', '2013-6-11 3:25:53', 161, 16, 239, 'https://mega.nz/...'),
(94, 5, 'C', 590897, '81.46', '2013-7-1 6:10:31', 144, 30, 159, 'https://mega.nz/...'),
(94, 25, 'C', 577040, '80.27', '2010-4-12 19:32:43', 116, 37, 122, 'https://mega.nz/...'),
(94, 13, 'B', 685359, '92.78', '2013-6-20 3:53:21', 226, 3, 358, 'https://mega.nz/...'),
(6, 7, 'C', 549503, '73.87', '2016-2-24 15:26:16', 199, 16, 157, 'https://mega.nz/...'),
(6, 13, 'C', 554560, '75.07', '2015-4-24 23:31:44', 183, 57, 154, 'https://mega.nz/...'),
(6, 26, 'C', 551923, '75.67', '2013-2-27 13:0:30', 149, 26, 129, 'https://mega.nz/...'),
(6, 32, 'C', 574726, '77.21', '2015-5-26 2:31:56', 210, 35, 195, 'https://mega.nz/...'),
(6, 5, 'C', 537179, '71.91', '2016-7-14 5:23:17', 205, 35, 145, 'https://mega.nz/...'),
(6, 19, 'C', 564768, '76.05', '2012-8-16 4:27:27', 200, 20, 176, 'https://mega.nz/...'),
(6, 18, 'B', 676943, '92.80', '2014-11-23 22:19:33', 183, 15, 290, 'https://mega.nz/...'),
(135, 10, 'C', 537195, '76.50', '2011-11-7 12:55:57', 150, 51, 134, 'https://mega.nz/...'),
(135, 16, 'C', 585046, '82.96', '2016-2-24 21:2:43', 175, 30, 203, 'https://mega.nz/...'),
(135, 35, 'C', 544557, '75.71', '2015-1-15 18:35:10', 213, 4, 183, 'https://mega.nz/...'),
(135, 24, 'B', 660871, '93.80', '2016-6-14 3:5:44', 195, 5, 315, 'https://mega.nz/...'),
(135, 19, 'A', 675639, '95.90', '2010-1-3 14:36:26', 199, 1, 339, 'https://mega.nz/...'),
(135, 22, 'C', 593308, '84.93', '2013-11-21 0:33:55', 151, 24, 188, 'https://mega.nz/...'),
(135, 29, 'C', 567248, '81.09', '2012-7-27 20:3:31', 148, 13, 160, 'https://mega.nz/...'),
(96, 1, 'D', 486102, '68.73', '2012-3-25 8:11:4', 152, 43, 86, 'https://mega.nz/...'),
(96, 23, 'B', 653963, '93.72', '2016-9-19 2:20:56', 163, 11, 263, 'https://mega.nz/...'),
(96, 21, 'C', 587752, '82.50', '2012-8-25 9:9:24', 204, 1, 233, 'https://mega.nz/...'),
(96, 3, 'B', 622523, '90.58', '2015-6-15 2:53:8', 110, 8, 163, 'https://mega.nz/...'),
(96, 1, 'A', 657366, '94.87', '2014-11-17 3:6:19', 142, 2, 235, 'https://mega.nz/...'),
(75, 28, 'A', 652804, '94.42', '2016-4-25 3:27:32', 134, 10, 220, 'https://mega.nz/...'),
(40, 18, 'B', 627388, '90.62', '2011-8-18 22:40:53', 133, 9, 197, 'https://mega.nz/...'),
(40, 5, 'C', 563141, '79.18', '2014-1-22 16:41:4', 191, 18, 192, 'https://mega.nz/...'),
(40, 34, 'B', 621101, '87.53', '2010-9-6 3:15:0', 204, 9, 276, 'https://mega.nz/...'),
(40, 21, 'C', 591038, '84.41', '2015-5-5 11:59:31', 157, 15, 192, 'https://mega.nz/...'),
(40, 29, 'S', 682521, '99.11', '2012-4-17 22:3:22', 127, 1, 233, 'https://mega.nz/...'),
(40, 32, 'D', 478848, '67.76', '2012-11-22 12:59:38', 148, 15, 78, 'https://mega.nz/...'),
(163, 31, 'D', 948636, '68.98', '2010-5-20 2:33:11', 408, 118, 118, 'https://mega.nz/...'),
(163, 13, 'C', 1062825, '80.61', '2016-11-7 0:33:50', 248, 57, 132, 'https://mega.nz/...'),
(163, 26, 'C', 960876, '71.57', '2014-7-16 9:58:55', 306, 23, 105, 'https://mega.nz/...'),
(163, 14, 'C', 978796, '73.40', '2013-6-21 2:40:31', 281, 97, 107, 'https://mega.nz/...'),
(163, 23, 'C', 1081175, '82.27', '2011-12-5 9:43:27', 235, 52, 133, 'https://mega.nz/...'),
(169, 3, 'C', 1077187, '80.89', '2015-9-29 21:18:29', 302, 29, 162, 'https://mega.nz/...'),
(169, 33, 'C', 1104432, '83.92', '2015-5-18 1:43:30', 248, 44, 149, 'https://mega.nz/...'),
(169, 10, 'B', 1156539, '86.28', '2016-9-21 22:59:9', 360, 47, 234, 'https://mega.nz/...'),
(169, 28, 'B', 1244406, '93.06', '2010-11-14 6:10:56', 373, 17, 295, 'https://mega.nz/...'),
(169, 24, 'B', 1181829, '87.56', '2016-4-27 0:36:0', 406, 17, 275, 'https://mega.nz/...'),
(169, 27, 'B', 1146653, '86.48', '2014-9-26 2:45:9', 298, 48, 195, 'https://mega.nz/...'),
(169, 2, 'B', 1215339, '91.75', '2015-2-16 0:51:50', 310, 8, 237, 'https://mega.nz/...'),
(169, 32, 'C', 1064770, '79.46', '2010-9-29 11:43:23', 330, 78, 168, 'https://mega.nz/...'),
(152, 9, 'A', 1265610, '95.39', '2015-4-16 17:54:3', 333, 9, 280, 'https://mega.nz/...'),
(152, 20, 'B', 1180537, '88.03', '2011-9-20 6:51:33', 370, 15, 254, 'https://mega.nz/...'),
(152, 13, 'C', 1055859, '79.54', '2016-3-4 22:42:22', 280, 54, 143, 'https://mega.nz/...'),
(152, 31, 'C', 1017360, '75.51', '2013-5-1 23:42:45', 341, 20, 145, 'https://mega.nz/...'),
(152, 31, 'S', 1309610, '97.77', '2016-2-28 10:42:25', 403, 3, 359, 'https://mega.nz/...'),
(152, 16, 'B', 1214803, '93.27', '2012-5-9 2:48:52', 212, 27, 169, 'https://mega.nz/...'),
(152, 4, 'C', 1071379, '78.63', '2015-11-25 9:52:23', 415, 80, 204, 'https://mega.nz/...'),
(152, 8, 'D', 910637, '68.28', '2013-1-18 2:44:17', 262, 38, 72, 'https://mega.nz/...'),
(108, 30, 'D', 938612, '68.51', '2013-9-20 1:51:20', 387, 9, 109, 'https://mega.nz/...'),
(108, 6, 'C', 1073763, '81.62', '2012-10-14 15:28:30', 239, 67, 132, 'https://mega.nz/...'),
(108, 17, 'C', 955163, '70.67', '2013-7-3 16:49:27', 334, 9, 109, 'https://mega.nz/...'),
(108, 13, 'S', 1307634, '98.24', '2013-6-13 8:54:45', 364, 1, 328, 'https://mega.nz/...'),
(108, 31, 'D', 916954, '69.11', '2012-4-7 19:3:12', 241, 24, 70, 'https://mega.nz/...'),
(108, 30, 'B', 1192981, '88.67', '2016-1-16 18:46:22', 392, 32, 275, 'https://mega.nz/...'),
(108, 28, 'D', 936802, '69.20', '2015-7-28 8:15:36', 335, 18, 99, 'https://mega.nz/...'),
(108, 4, 'S', 1292222, '98.78', '2010-7-29 6:33:49', 253, 2, 230, 'https://mega.nz/...'),
(103, 27, 'S', 1335634, '97.25', '2016-10-1 21:56:51', 362, 7, 319, 'https://mega.nz/...'),
(103, 16, 'C', 1117218, '80.14', '2011-6-11 7:54:40', 381, 3, 199, 'https://mega.nz/...'),
(107, 35, 'B', 1176101, '87.21', '2012-10-23 10:53:6', 216, 34, 145, 'https://mega.nz/...'),
(107, 10, 'C', 1075026, '79.34', '2011-6-17 5:5:21', 222, 86, 112, 'https://mega.nz/...'),
(107, 12, 'C', 1075209, '76.41', '2016-10-25 15:32:51', 413, 100, 184, 'https://mega.nz/...'),
(107, 24, 'C', 1048790, '75.63', '2014-4-3 23:4:33', 332, 44, 142, 'https://mega.nz/...'),
(107, 34, 'B', 1216016, '87.33', '2016-5-13 10:52:55', 408, 52, 275, 'https://mega.nz/...'),
(107, 20, 'B', 1201606, '86.39', '2016-5-29 15:12:30', 397, 41, 260, 'https://mega.nz/...'),
(107, 32, 'B', 1224658, '90.44', '2014-12-8 13:59:44', 249, 2, 184, 'https://mega.nz/...'),
(107, 30, 'A', 1318425, '95.78', '2010-2-18 11:55:28', 371, 1, 315, 'https://mega.nz/...'),
(55, 27, 'C', 1162384, '84.83', '2014-10-29 5:44:6', 302, 26, 188, 'https://mega.nz/...'),
(55, 12, 'A', 1315184, '95.90', '2012-12-4 15:37:43', 347, 4, 296, 'https://mega.nz/...'),
(55, 26, 'C', 1146122, '82.10', '2015-12-28 22:19:37', 398, 44, 225, 'https://mega.nz/...'),
(55, 3, 'B', 1257476, '92.72', '2011-7-2 14:23:54', 265, 18, 208, 'https://mega.nz/...'),
(158, 3, 'S', 1339746, '99.06', '2010-3-9 13:42:57', 265, 3, 243, 'https://mega.nz/...'),
(158, 11, 'C', 1089249, '79.40', '2012-6-14 19:14:8', 289, 25, 147, 'https://mega.nz/...'),
(158, 24, 'C', 977489, '70.03', '2012-2-1 10:22:3', 339, 107, 106, 'https://mega.nz/...'),
(158, 8, 'C', 1038104, '76.59', '2016-11-11 6:19:51', 216, 60, 97, 'https://mega.nz/...'),
(158, 6, 'C', 1168995, '84.16', '2010-1-6 4:52:19', 379, 11, 230, 'https://mega.nz/...'),
(158, 21, 'D', 944693, '67.37', '2012-10-29 1:47:21', 348, 52, 89, 'https://mega.nz/...'),
(158, 32, 'C', 984395, '72.44', '2016-11-6 14:30:20', 217, 11, 79, 'https://mega.nz/...'),
(158, 35, 'S', 1365533, '98.64', '2015-2-19 22:38:10', 421, 4, 383, 'https://mega.nz/...'),
(71, 22, 'B', 1595632, '91.16', '2010-12-5 22:41:33', 321, 15, 250, 'https://mega.nz/...'),
(71, 11, 'C', 1365928, '76.71', '2011-7-22 17:14:28', 386, 33, 180, 'https://mega.nz/...'),
(71, 1, 'C', 1457264, '81.40', '2015-9-16 14:23:9', 449, 26, 255, 'https://mega.nz/...'),
(71, 35, 'A', 1656359, '94.62', '2013-1-22 20:21:16', 334, 20, 285, 'https://mega.nz/...'),
(71, 4, 'B', 1607800, '92.00', '2010-5-29 12:27:47', 311, 42, 248, 'https://mega.nz/...'),
(71, 23, 'C', 1413688, '78.74', '2014-1-27 7:31:30', 454, 30, 232, 'https://mega.nz/...'),
(177, 20, 'C', 1347192, '74.61', '2016-8-12 9:47:50', 469, 39, 198, 'https://mega.nz/...'),
(177, 33, 'A', 1705968, '96.01', '2012-1-10 0:18:2', 465, 16, 411, 'https://mega.nz/...'),
(177, 28, 'S', 1763968, '99.26', '2014-10-17 7:51:50', 482, 0, 460, 'https://mega.nz/...'),
(177, 31, 'C', 1401296, '79.72', '2011-11-14 16:8:39', 310, 73, 165, 'https://mega.nz/...'),
(177, 12, 'B', 1544336, '88.35', '2016-12-29 10:7:23', 300, 48, 215, 'https://mega.nz/...'),
(177, 15, 'D', 1244080, '68.18', '2016-3-28 0:45:29', 493, 174, 140, 'https://mega.nz/...'),
(177, 23, 'B', 1646583, '92.13', '2016-11-20 9:31:10', 494, 7, 395, 'https://mega.nz/...'),
(85, 35, 'S', 1753304, '99.28', '2010-8-8 13:23:28', 427, 2, 407, 'https://mega.nz/...'),
(85, 35, 'C', 1485648, '84.36', '2011-5-28 8:35:1', 342, 42, 216, 'https://mega.nz/...'),
(85, 15, 'A', 1685616, '94.29', '2015-7-20 11:7:55', 508, 12, 430, 'https://mega.nz/...'),
(85, 19, 'C', 1291008, '72.39', '2013-12-11 19:57:11', 374, 45, 140, 'https://mega.nz/...'),
(85, 14, 'B', 1555000, '87.17', '2014-8-1 19:51:10', 453, 52, 314, 'https://mega.nz/...'),
(85, 1, 'B', 1578504, '88.78', '2011-12-9 12:31:39', 435, 54, 317, 'https://mega.nz/...'),
(85, 25, 'B', 1604592, '89.44', '2011-7-8 6:46:28', 510, 52, 378, 'https://mega.nz/...'),
(114, 24, 'D', 1254896, '68.80', '2015-6-22 5:57:23', 495, 75, 147, 'https://mega.nz/...'),
(114, 31, 'D', 1180368, '66.84', '2016-3-7 15:1:47', 287, 175, 73, 'https://mega.nz/...'),
(114, 17, 'S', 1727704, '98.03', '2012-7-8 17:29:52', 404, 7, 375, 'https://mega.nz/...'),
(114, 6, 'C', 1330248, '74.53', '2015-11-3 3:10:59', 391, 38, 164, 'https://mega.nz/...'),
(114, 11, 'C', 1373304, '77.20', '2010-10-15 4:52:55', 382, 113, 182, 'https://mega.nz/...'),
(114, 16, 'B', 1664584, '92.96', '2012-8-18 22:15:25', 514, 17, 421, 'https://mega.nz/...'),
(134, 34, 'C', 1334296, '73.22', '2013-1-18 11:58:15', 521, 69, 204, 'https://mega.nz/...'),
(134, 16, 'S', 1722392, '97.11', '2014-6-7 23:26:41', 455, 15, 413, 'https://mega.nz/...'),
(64, 1, 'D', 1222143, '67.66', '2010-9-12 1:45:11', 427, 172, 116, 'https://mega.nz/...'),
(64, 6, 'C', 1352376, '76.90', '2014-2-20 18:9:50', 302, 17, 142, 'https://mega.nz/...'),
(64, 1, 'C', 1452592, '80.69', '2010-4-7 14:47:30', 485, 56, 268, 'https://mega.nz/...'),
(64, 35, 'C', 1271592, '71.19', '2013-5-21 17:12:15', 378, 115, 132, 'https://mega.nz/...'),
(9, 8, 'D', 1260816, '68.23', '2012-4-29 10:37:45', 440, 94, 123, 'https://mega.nz/...'),
(9, 8, 'C', 1354487, '72.16', '2011-2-21 13:26:28', 570, 151, 207, 'https://mega.nz/...'),
(9, 26, 'B', 1537515, '85.49', '2016-10-24 2:29:11', 340, 48, 219, 'https://mega.nz/...'),
(9, 19, 'A', 1714125, '95.99', '2011-1-26 16:54:40', 320, 22, 278, 'https://mega.nz/...'),
(9, 30, 'C', 1498534, '82.25', '2016-12-22 12:58:23', 423, 95, 244, 'https://mega.nz/...'),
(9, 28, 'C', 1389904, '76.76', '2011-7-2 4:50:24', 352, 106, 162, 'https://mega.nz/...'),
